Node,PageRank,Degree,NORMALIZE,,,,,,,,,,
32873,2.73E-05,1,-0.249867838,,,,,,1,,,,
32874,9.71E-06,1,-0.249867838,,,,,,1,,,,
32875,3.97E-05,1,-0.249867838,,,,,,1,,,,
32876,2.57E-05,1,-0.249867838,,,,,,1,,,,
32877,4.75E-05,1,-0.249867838,,,,,,1,,,,
32878,2.57E-05,1,-0.249867838,,,,,,1,,,,
32879,2.57E-05,1,-0.249867838,,,,,,1,,,,
32880,1.40E-05,1,-0.249867838,,,,,,1,,,,
32881,2.73E-05,1,-0.249867838,,,,,,1,,,,
32882,2.73E-05,1,-0.249867838,,,,,,1,,,,
32883,2.73E-05,1,-0.249867838,,,,,,1,,,,
32884,2.73E-05,1,-0.249867838,,,,,,1,,,,
32885,2.73E-05,1,-0.249867838,,,,,,1,,,,
32886,2.73E-05,1,-0.249867838,,,,,,1,,,,
32887,2.73E-05,1,-0.249867838,,,,,,1,,,,
32888,2.73E-05,1,-0.249867838,,,,,,1,,,,
32889,2.73E-05,1,-0.249867838,,,,,,1,,,,
32890,2.73E-05,1,-0.249867838,,,,,,1,,,,
32891,2.73E-05,1,-0.249867838,,,,,,1,,,,
32892,2.73E-05,1,-0.249867838,,,,,,1,,,,
32893,2.73E-05,1,-0.249867838,,,,,,1,,,,
32894,2.73E-05,1,-0.249867838,,,,,,1,,,,
32895,2.73E-05,1,-0.249867838,,,,,,1,,,,
32896,2.52E-05,1,-0.249867838,,,,,,1,,,,
32897,2.52E-05,1,-0.249867838,,,,,,1,,,,
32898,2.52E-05,1,-0.249867838,,,,,,1,,,,
32899,2.52E-05,1,-0.249867838,,,,,,1,,,,
32900,2.73E-05,1,-0.249867838,,,,,,1,,,,
32901,2.73E-05,1,-0.249867838,,,,,,1,,,,
32902,2.73E-05,1,-0.249867838,,,,,,1,,,,
32903,2.73E-05,1,-0.249867838,,,,,,1,,,,
32904,2.73E-05,1,-0.249867838,,,,,,1,,,,
32905,2.73E-05,1,-0.249867838,,,,,,1,,,,
32906,2.73E-05,1,-0.249867838,,,,,,1,,,,
32907,2.73E-05,1,-0.249867838,,,,,,1,,,,
32908,2.73E-05,1,-0.249867838,,,,,,1,,,,
32909,2.73E-05,1,-0.249867838,,,,,,1,,,,
32910,2.10E-05,1,-0.249867838,,,,,,1,,,,
32911,3.98E-05,1,-0.249867838,,,,,,1,,,,
32912,2.10E-05,1,-0.249867838,,,,,,1,,,,
32913,2.73E-05,1,-0.249867838,,,,,,1,,,,
32914,2.73E-05,1,-0.249867838,,,,,,1,,,,
32915,1.66E-05,1,-0.249867838,,,,,,1,,,,
32916,1.10E-05,1,-0.249867838,,,,,,1,,,,
32917,2.73E-05,1,-0.249867838,,,,,,1,,,,
32918,2.73E-05,1,-0.249867838,,,,,,1,,,,
32919,2.73E-05,1,-0.249867838,,,,,,1,,,,
32920,2.73E-05,1,-0.249867838,,,,,,1,,,,
32921,2.73E-05,1,-0.249867838,,,,,,1,,,,
32922,2.73E-05,1,-0.249867838,,,,,,1,,,,
32923,2.73E-05,1,-0.249867838,,,,,,1,,,,
32924,2.73E-05,1,-0.249867838,,,,,,1,,,,
32925,1.89E-05,1,-0.249867838,,,,,,1,,,,
32926,5.23E-05,1,-0.249867838,,,,,,1,,,,
32927,1.89E-05,1,-0.249867838,,,,,,1,,,,
32928,1.89E-05,1,-0.249867838,,,,,,1,,,,
32929,2.73E-05,1,-0.249867838,,,,,,1,,,,
32930,2.73E-05,1,-0.249867838,,,,,,1,,,,
32931,2.73E-05,1,-0.249867838,,,,,,1,,,,
32932,2.73E-05,1,-0.249867838,,,,,,1,,,,
32933,8.75E-06,1,-0.249867838,,,,,,1,,,,
32934,8.75E-06,1,-0.249867838,,,,,,1,,,,
32935,8.75E-06,1,-0.249867838,,,,,,1,,,,
32936,8.75E-06,1,-0.249867838,,,,,,1,,,,
32937,8.75E-06,1,-0.249867838,,,,,,1,,,,
32938,1.29E-05,1,-0.249867838,,,,,,1,,,,
32939,8.75E-06,1,-0.249867838,,,,,,1,,,,
32940,8.75E-06,1,-0.249867838,,,,,,1,,,,
32941,8.75E-06,1,-0.249867838,,,,,,1,,,,
32942,8.75E-06,1,-0.249867838,,,,,,1,,,,
32943,3.00E-05,1,-0.249867838,,,,,,1,,,,
32944,3.00E-05,1,-0.249867838,,,,,,1,,,,
32945,3.00E-05,1,-0.249867838,,,,,,1,,,,
32946,3.00E-05,1,-0.249867838,,,,,,1,,,,
32947,3.00E-05,1,-0.249867838,,,,,,1,,,,
32948,3.00E-05,1,-0.249867838,,,,,,1,,,,
32949,8.75E-06,1,-0.249867838,,,,,,1,,,,
32950,8.75E-06,1,-0.249867838,,,,,,1,,,,
32951,8.75E-06,1,-0.249867838,,,,,,1,,,,
32952,1.32E-05,1,-0.249867838,,,,,,1,,,,
32953,8.75E-06,1,-0.249867838,,,,,,1,,,,
32954,1.52E-05,1,-0.249867838,,,,,,1,,,,
32955,1.52E-05,1,-0.249867838,,,,,,1,,,,
32956,8.75E-06,1,-0.249867838,,,,,,1,,,,
32957,8.75E-06,1,-0.249867838,,,,,,1,,,,
32958,8.81E-06,1,-0.249867838,,,,,,1,,,,
32959,8.81E-06,1,-0.249867838,,,,,,1,,,,
32960,8.81E-06,1,-0.249867838,,,,,,1,,,,
32961,8.81E-06,1,-0.249867838,,,,,,1,,,,
32962,1.34E-05,1,-0.249867838,,,,,,1,,,,
32963,2.73E-05,1,-0.249867838,,,,,,1,,,,
32964,2.73E-05,1,-0.249867838,,,,,,1,,,,
32965,2.73E-05,1,-0.249867838,,,,,,1,,,,
32966,2.73E-05,1,-0.249867838,,,,,,1,,,,
32967,1.17E-05,1,-0.249867838,,,,,,1,,,,
32968,2.68E-05,1,-0.249867838,,,,,,1,,,,
32969,1.72E-05,1,-0.249867838,,,,,,1,,,,
32970,2.73E-05,1,-0.249867838,,,,,,1,,,,
32971,2.73E-05,1,-0.249867838,,,,,,1,,,,
32972,2.10E-05,1,-0.249867838,,,,,,1,,,,
32973,3.98E-05,1,-0.249867838,,,,,,1,,,,
32974,2.10E-05,1,-0.249867838,,,,,,1,,,,
32975,2.73E-05,1,-0.249867838,,,,,,1,,,,
32976,2.73E-05,1,-0.249867838,,,,,,1,,,,
32977,2.73E-05,1,-0.249867838,,,,,,1,,,,
32978,2.73E-05,1,-0.249867838,,,,,,1,,,,
32979,2.73E-05,1,-0.249867838,,,,,,1,,,,
32980,2.73E-05,1,-0.249867838,,,,,,1,,,,
32981,1.98E-05,1,-0.249867838,,,,,,1,,,,
32982,1.98E-05,1,-0.249867838,,,,,,1,,,,
32983,1.34E-05,1,-0.249867838,,,,,,1,,,,
32984,1.31E-05,1,-0.249867838,,,,,,1,,,,
32985,1.78E-05,1,-0.249867838,,,,,,1,,,,
32986,1.78E-05,1,-0.249867838,,,,,,1,,,,
32987,1.17E-05,1,-0.249867838,,,,,,1,,,,
32988,1.53E-05,1,-0.249867838,,,,,,1,,,,
32989,9.78E-06,1,-0.249867838,,,,,,1,,,,
32990,9.78E-06,1,-0.249867838,,,,,,1,,,,
32991,1.05E-05,1,-0.249867838,,,,,,1,,,,
32992,1.54E-05,1,-0.249867838,,,,,,1,,,,
32993,1.54E-05,1,-0.249867838,,,,,,1,,,,
32994,1.54E-05,1,-0.249867838,,,,,,1,,,,
32995,1.54E-05,1,-0.249867838,,,,,,1,,,,
32996,1.43E-05,1,-0.249867838,,,,,,1,,,,
32997,1.70E-05,1,-0.249867838,,,,,,1,,,,
32998,1.70E-05,1,-0.249867838,,,,,,1,,,,
32999,1.81E-05,1,-0.249867838,,,,,,1,,,,
33000,1.81E-05,1,-0.249867838,,,,,,1,,,,
33001,1.81E-05,1,-0.249867838,,,,,,1,,,,
33002,1.48E-05,1,-0.249867838,,,,,,1,,,,
33003,2.90E-05,1,-0.249867838,,,,,,1,,,,
33004,1.78E-05,1,-0.249867838,,,,,,1,,,,
33005,1.78E-05,1,-0.249867838,,,,,,1,,,,
33006,1.36E-05,1,-0.249867838,,,,,,1,,,,
33007,1.36E-05,1,-0.249867838,,,,,,1,,,,
33008,1.81E-05,1,-0.249867838,,,,,,1,,,,
33009,1.81E-05,1,-0.249867838,,,,,,1,,,,
33010,1.81E-05,1,-0.249867838,,,,,,1,,,,
33011,1.46E-05,1,-0.249867838,,,,,,1,,,,
33012,2.21E-05,1,-0.249867838,,,,,,1,,,,
33013,2.21E-05,1,-0.249867838,,,,,,1,,,,
33014,2.21E-05,1,-0.249867838,,,,,,1,,,,
33015,1.41E-05,1,-0.249867838,,,,,,1,,,,
33016,1.52E-05,1,-0.249867838,,,,,,1,,,,
33017,1.52E-05,1,-0.249867838,,,,,,1,,,,
33018,1.75E-05,1,-0.249867838,,,,,,1,,,,
33019,1.75E-05,1,-0.249867838,,,,,,1,,,,
33020,1.75E-05,1,-0.249867838,,,,,,1,,,,
33021,8.70E-06,1,-0.249867838,,,,,,1,,,,
33022,2.73E-05,1,-0.249867838,,,,,,1,,,,
33023,2.73E-05,1,-0.249867838,,,,,,1,,,,
33024,2.73E-05,1,-0.249867838,,,,,,1,,,,
33025,2.73E-05,1,-0.249867838,,,,,,1,,,,
33026,2.73E-05,1,-0.249867838,,,,,,1,,,,
33027,2.73E-05,1,-0.249867838,,,,,,1,,,,
33028,2.73E-05,1,-0.249867838,,,,,,1,,,,
33029,2.73E-05,1,-0.249867838,,,,,,1,,,,
33030,2.73E-05,1,-0.249867838,,,,,,1,,,,
33031,2.73E-05,1,-0.249867838,,,,,,1,,,,
33032,7.54E-06,1,-0.249867838,,,,,,1,,,,
33033,1.58E-05,1,-0.249867838,,,,,,1,,,,
33034,1.58E-05,1,-0.249867838,,,,,,1,,,,
33035,1.58E-05,1,-0.249867838,,,,,,1,,,,
33036,2.78E-05,1,-0.249867838,,,,,,1,,,,
33037,3.60E-05,1,-0.249867838,,,,,,1,,,,
33038,3.60E-05,1,-0.249867838,,,,,,1,,,,
33039,1.93E-05,1,-0.249867838,,,,,,1,,,,
33040,4.59E-05,1,-0.249867838,,,,,,1,,,,
33041,1.57E-05,1,-0.249867838,,,,,,1,,,,
33042,1.54E-05,1,-0.249867838,,,,,,1,,,,
33043,2.12E-05,1,-0.249867838,,,,,,1,,,,
33044,2.95E-05,1,-0.249867838,,,,,,1,,,,
33045,2.12E-05,1,-0.249867838,,,,,,1,,,,
33046,2.12E-05,1,-0.249867838,,,,,,1,,,,
33047,2.04E-05,1,-0.249867838,,,,,,1,,,,
33048,1.60E-05,1,-0.249867838,,,,,,1,,,,
33049,1.02E-05,1,-0.249867838,,,,,,1,,,,
33050,8.78E-06,1,-0.249867838,,,,,,1,,,,
33051,8.78E-06,1,-0.249867838,,,,,,1,,,,
33052,1.70E-05,1,-0.249867838,,,,,,1,,,,
33053,1.70E-05,1,-0.249867838,,,,,,1,,,,
33054,1.70E-05,1,-0.249867838,,,,,,1,,,,
33055,2.42E-05,1,-0.249867838,,,,,,1,,,,
33056,5.20E-05,1,-0.249867838,,,,,,1,,,,
33057,2.42E-05,1,-0.249867838,,,,,,1,,,,
33058,7.17E-06,1,-0.249867838,,,,,,1,,,,
33059,2.73E-05,1,-0.249867838,,,,,,1,,,,
33060,2.73E-05,1,-0.249867838,,,,,,1,,,,
33061,2.73E-05,1,-0.249867838,,,,,,1,,,,
33062,8.62E-06,1,-0.249867838,,,,,,1,,,,
33063,1.71E-05,1,-0.249867838,,,,,,1,,,,
33064,1.32E-05,1,-0.249867838,,,,,,1,,,,
33065,1.71E-05,1,-0.249867838,,,,,,1,,,,
33066,1.32E-05,1,-0.249867838,,,,,,1,,,,
33067,8.80E-06,1,-0.249867838,,,,,,1,,,,
33068,8.80E-06,1,-0.249867838,,,,,,1,,,,
33069,8.80E-06,1,-0.249867838,,,,,,1,,,,
33070,8.80E-06,1,-0.249867838,,,,,,1,,,,
33071,1.35E-05,1,-0.249867838,,,,,,1,,,,
33072,8.80E-06,1,-0.249867838,,,,,,1,,,,
33073,8.80E-06,1,-0.249867838,,,,,,1,,,,
33074,1.72E-05,1,-0.249867838,,,,,,1,,,,
33075,1.72E-05,1,-0.249867838,,,,,,1,,,,
33076,2.53E-05,1,-0.249867838,,,,,,1,,,,
33077,2.53E-05,1,-0.249867838,,,,,,1,,,,
33078,2.53E-05,1,-0.249867838,,,,,,1,,,,
33079,2.53E-05,1,-0.249867838,,,,,,1,,,,
33080,2.53E-05,1,-0.249867838,,,,,,1,,,,
33081,1.87E-05,1,-0.249867838,,,,,,1,,,,
33082,1.87E-05,1,-0.249867838,,,,,,1,,,,
33083,1.87E-05,1,-0.249867838,,,,,,1,,,,
33084,9.12E-06,1,-0.249867838,,,,,,1,,,,
33085,1.11E-05,1,-0.249867838,,,,,,1,,,,
33086,1.11E-05,1,-0.249867838,,,,,,1,,,,
33087,2.82E-05,1,-0.249867838,,,,,,1,,,,
33088,1.39E-05,1,-0.249867838,,,,,,1,,,,
33089,2.42E-05,1,-0.249867838,,,,,,1,,,,
33090,2.42E-05,1,-0.249867838,,,,,,1,,,,
33091,2.42E-05,1,-0.249867838,,,,,,1,,,,
33092,2.42E-05,1,-0.249867838,,,,,,1,,,,
33093,2.41E-05,1,-0.249867838,,,,,,1,,,,
33094,4.53E-05,1,-0.249867838,,,,,,1,,,,
33095,2.42E-05,1,-0.249867838,,,,,,1,,,,
33096,2.42E-05,1,-0.249867838,,,,,,1,,,,
33097,2.42E-05,1,-0.249867838,,,,,,1,,,,
33098,2.42E-05,1,-0.249867838,,,,,,1,,,,
33099,2.42E-05,1,-0.249867838,,,,,,1,,,,
33100,2.42E-05,1,-0.249867838,,,,,,1,,,,
33101,1.35E-05,1,-0.249867838,,,,,,1,,,,
33102,2.80E-05,1,-0.249867838,,,,,,1,,,,
33103,2.80E-05,1,-0.249867838,,,,,,1,,,,
33104,2.25E-05,1,-0.249867838,,,,,,1,,,,
33105,2.80E-05,1,-0.249867838,,,,,,1,,,,
33106,2.80E-05,1,-0.249867838,,,,,,1,,,,
33107,2.52E-05,1,-0.249867838,,,,,,1,,,,
33108,2.80E-05,1,-0.249867838,,,,,,1,,,,
33109,2.52E-05,1,-0.249867838,,,,,,1,,,,
33110,2.25E-05,1,-0.249867838,,,,,,1,,,,
33111,2.59E-05,1,-0.249867838,,,,,,1,,,,
33112,2.59E-05,1,-0.249867838,,,,,,1,,,,
33113,2.59E-05,1,-0.249867838,,,,,,1,,,,
33114,3.59E-05,1,-0.249867838,,,,,,1,,,,
33115,2.69E-05,1,-0.249867838,,,,,,1,,,,
33116,2.69E-05,1,-0.249867838,,,,,,1,,,,
33117,1.10E-05,1,-0.249867838,,,,,,1,,,,
33118,2.17E-05,1,-0.249867838,,,,,,1,,,,
33119,2.17E-05,1,-0.249867838,,,,,,1,,,,
33120,2.17E-05,1,-0.249867838,,,,,,1,,,,
33121,1.10E-05,1,-0.249867838,,,,,,1,,,,
33122,1.86E-05,1,-0.249867838,,,,,,1,,,,
33123,1.86E-05,1,-0.249867838,,,,,,1,,,,
33124,8.55E-06,1,-0.249867838,,,,,,1,,,,
33125,2.35E-05,1,-0.249867838,,,,,,1,,,,
33126,2.35E-05,1,-0.249867838,,,,,,1,,,,
33127,1.71E-05,1,-0.249867838,,,,,,1,,,,
33128,1.71E-05,1,-0.249867838,,,,,,1,,,,
33129,1.56E-05,1,-0.249867838,,,,,,1,,,,
33130,1.56E-05,1,-0.249867838,,,,,,1,,,,
33131,1.35E-05,1,-0.249867838,,,,,,1,,,,
33132,1.35E-05,1,-0.249867838,,,,,,1,,,,
33133,1.64E-05,1,-0.249867838,,,,,,1,,,,
33134,1.64E-05,1,-0.249867838,,,,,,1,,,,
33135,1.60E-05,1,-0.249867838,,,,,,1,,,,
33136,1.60E-05,1,-0.249867838,,,,,,1,,,,
33137,2.31E-05,1,-0.249867838,,,,,,1,,,,
33138,2.31E-05,1,-0.249867838,,,,,,1,,,,
33139,1.62E-05,1,-0.249867838,,,,,,1,,,,
33140,1.62E-05,1,-0.249867838,,,,,,1,,,,
33141,1.62E-05,1,-0.249867838,,,,,,1,,,,
33142,7.97E-06,1,-0.249867838,,,,,,1,,,,
33143,7.97E-06,1,-0.249867838,,,,,,1,,,,
33144,1.20E-05,1,-0.249867838,,,,,,1,,,,
33145,7.97E-06,1,-0.249867838,,,,,,1,,,,
33146,1.54E-05,1,-0.249867838,,,,,,1,,,,
33147,7.97E-06,1,-0.249867838,,,,,,1,,,,
33148,5.06E-05,1,-0.249867838,,,,,,1,,,,
33149,2.95E-05,1,-0.249867838,,,,,,1,,,,
33150,1.35E-05,1,-0.249867838,,,,,,1,,,,
33151,1.35E-05,1,-0.249867838,,,,,,1,,,,
33152,2.11E-05,1,-0.249867838,,,,,,1,,,,
33153,2.11E-05,1,-0.249867838,,,,,,1,,,,
33154,2.11E-05,1,-0.249867838,,,,,,1,,,,
33155,4.10E-05,1,-0.249867838,,,,,,1,,,,
33156,2.32E-05,1,-0.249867838,,,,,,1,,,,
33157,2.32E-05,1,-0.249867838,,,,,,1,,,,
33158,2.32E-05,1,-0.249867838,,,,,,1,,,,
33159,1.91E-05,1,-0.249867838,,,,,,1,,,,
33160,1.91E-05,1,-0.249867838,,,,,,1,,,,
33161,2.73E-05,1,-0.249867838,,,,,,1,,,,
33162,2.73E-05,1,-0.249867838,,,,,,1,,,,
33163,2.73E-05,1,-0.249867838,,,,,,1,,,,
33164,1.87E-05,1,-0.249867838,,,,,,1,,,,
33165,2.73E-05,1,-0.249867838,,,,,,1,,,,
33166,2.73E-05,1,-0.249867838,,,,,,1,,,,
33167,2.73E-05,1,-0.249867838,,,,,,1,,,,
33168,2.73E-05,1,-0.249867838,,,,,,1,,,,
33169,3.96E-05,1,-0.249867838,,,,,,1,,,,
33170,2.87E-05,1,-0.249867838,,,,,,1,,,,
33171,2.36E-05,1,-0.249867838,,,,,,1,,,,
33172,2.36E-05,1,-0.249867838,,,,,,1,,,,
33173,1.91E-05,1,-0.249867838,,,,,,1,,,,
33174,1.91E-05,1,-0.249867838,,,,,,1,,,,
33175,1.39E-05,1,-0.249867838,,,,,,1,,,,
33176,1.73E-05,1,-0.249867838,,,,,,1,,,,
33177,2.41E-05,1,-0.249867838,,,,,,1,,,,
33178,2.41E-05,1,-0.249867838,,,,,,1,,,,
33179,2.41E-05,1,-0.249867838,,,,,,1,,,,
33180,2.41E-05,1,-0.249867838,,,,,,1,,,,
33181,2.41E-05,1,-0.249867838,,,,,,1,,,,
33182,2.41E-05,1,-0.249867838,,,,,,1,,,,
33183,2.10E-05,1,-0.249867838,,,,,,1,,,,
33184,3.98E-05,1,-0.249867838,,,,,,1,,,,
33185,2.10E-05,1,-0.249867838,,,,,,1,,,,
33186,1.91E-05,1,-0.249867838,,,,,,1,,,,
33187,1.91E-05,1,-0.249867838,,,,,,1,,,,
33188,2.73E-05,1,-0.249867838,,,,,,1,,,,
33189,2.73E-05,1,-0.249867838,,,,,,1,,,,
33190,2.73E-05,1,-0.249867838,,,,,,1,,,,
33191,2.73E-05,1,-0.249867838,,,,,,1,,,,
33192,2.73E-05,1,-0.249867838,,,,,,1,,,,
33193,2.73E-05,1,-0.249867838,,,,,,1,,,,
33194,1.34E-05,1,-0.249867838,,,,,,1,,,,
33195,2.00E-05,1,-0.249867838,,,,,,1,,,,
33196,7.90E-06,1,-0.249867838,,,,,,1,,,,
33197,1.27E-05,1,-0.249867838,,,,,,1,,,,
33198,2.80E-05,1,-0.249867838,,,,,,1,,,,
33199,2.16E-05,1,-0.249867838,,,,,,1,,,,
33200,2.48E-05,1,-0.249867838,,,,,,1,,,,
33201,7.90E-06,1,-0.249867838,,,,,,1,,,,
33202,7.90E-06,1,-0.249867838,,,,,,1,,,,
33203,7.90E-06,1,-0.249867838,,,,,,1,,,,
33204,7.90E-06,1,-0.249867838,,,,,,1,,,,
33205,7.90E-06,1,-0.249867838,,,,,,1,,,,
33206,1.35E-05,1,-0.249867838,,,,,,1,,,,
33207,3.86E-05,1,-0.249867838,,,,,,1,,,,
33208,7.90E-06,1,-0.249867838,,,,,,1,,,,
33209,3.81E-05,1,-0.249867838,,,,,,1,,,,
33210,7.90E-06,1,-0.249867838,,,,,,1,,,,
33211,7.90E-06,1,-0.249867838,,,,,,1,,,,
33212,7.90E-06,1,-0.249867838,,,,,,1,,,,
33213,1.20E-05,1,-0.249867838,,,,,,1,,,,
33214,7.90E-06,1,-0.249867838,,,,,,1,,,,
33215,2.19E-05,1,-0.249867838,,,,,,1,,,,
33216,2.19E-05,1,-0.249867838,,,,,,1,,,,
33217,2.19E-05,1,-0.249867838,,,,,,1,,,,
33218,2.73E-05,1,-0.249867838,,,,,,1,,,,
33219,2.73E-05,1,-0.249867838,,,,,,1,,,,
33220,2.73E-05,1,-0.249867838,,,,,,1,,,,
33221,2.73E-05,1,-0.249867838,,,,,,1,,,,
33222,2.73E-05,1,-0.249867838,,,,,,1,,,,
33223,2.73E-05,1,-0.249867838,,,,,,1,,,,
33224,1.76E-05,1,-0.249867838,,,,,,1,,,,
33225,2.73E-05,1,-0.249867838,,,,,,1,,,,
33226,2.73E-05,1,-0.249867838,,,,,,1,,,,
33227,2.73E-05,1,-0.249867838,,,,,,1,,,,
33228,2.73E-05,1,-0.249867838,,,,,,1,,,,
33229,2.73E-05,1,-0.249867838,,,,,,1,,,,
33230,2.73E-05,1,-0.249867838,,,,,,1,,,,
33231,2.73E-05,1,-0.249867838,,,,,,1,,,,
33232,2.73E-05,1,-0.249867838,,,,,,1,,,,
33233,2.73E-05,1,-0.249867838,,,,,,1,,,,
33234,2.73E-05,1,-0.249867838,,,,,,1,,,,
33235,2.73E-05,1,-0.249867838,,,,,,1,,,,
33236,2.73E-05,1,-0.249867838,,,,,,1,,,,
33237,2.73E-05,1,-0.249867838,,,,,,1,,,,
33238,2.73E-05,1,-0.249867838,,,,,,1,,,,
33239,2.73E-05,1,-0.249867838,,,,,,1,,,,
33240,2.73E-05,1,-0.249867838,,,,,,1,,,,
33241,2.73E-05,1,-0.249867838,,,,,,1,,,,
33242,2.73E-05,1,-0.249867838,,,,,,1,,,,
33243,2.73E-05,1,-0.249867838,,,,,,1,,,,
33244,2.73E-05,1,-0.249867838,,,,,,1,,,,
33245,2.73E-05,1,-0.249867838,,,,,,1,,,,
33246,2.73E-05,1,-0.249867838,,,,,,1,,,,
33247,2.73E-05,1,-0.249867838,,,,,,1,,,,
33248,2.73E-05,1,-0.249867838,,,,,,1,,,,
33249,2.17E-05,1,-0.249867838,,,,,,1,,,,
33250,2.17E-05,1,-0.249867838,,,,,,1,,,,
33251,2.17E-05,1,-0.249867838,,,,,,1,,,,
33252,2.73E-05,1,-0.249867838,,,,,,1,,,,
33253,2.73E-05,1,-0.249867838,,,,,,1,,,,
33254,2.73E-05,1,-0.249867838,,,,,,1,,,,
33255,2.73E-05,1,-0.249867838,,,,,,1,,,,
33256,2.73E-05,1,-0.249867838,,,,,,1,,,,
33257,3.98E-05,1,-0.249867838,,,,,,1,,,,
33258,2.10E-05,1,-0.249867838,,,,,,1,,,,
33259,2.10E-05,1,-0.249867838,,,,,,1,,,,
33260,2.24E-05,1,-0.249867838,,,,,,1,,,,
33261,2.24E-05,1,-0.249867838,,,,,,1,,,,
33262,3.40E-05,1,-0.249867838,,,,,,1,,,,
33263,2.24E-05,1,-0.249867838,,,,,,1,,,,
33264,3.40E-05,1,-0.249867838,,,,,,1,,,,
33265,2.24E-05,1,-0.249867838,,,,,,1,,,,
33266,2.24E-05,1,-0.249867838,,,,,,1,,,,
33267,2.24E-05,1,-0.249867838,,,,,,1,,,,
33268,2.73E-05,1,-0.249867838,,,,,,1,,,,
33269,2.73E-05,1,-0.249867838,,,,,,1,,,,
33270,2.73E-05,1,-0.249867838,,,,,,1,,,,
33271,2.73E-05,1,-0.249867838,,,,,,1,,,,
33272,2.73E-05,1,-0.249867838,,,,,,1,,,,
33273,2.73E-05,1,-0.249867838,,,,,,1,,,,
33274,2.73E-05,1,-0.249867838,,,,,,1,,,,
33275,2.73E-05,1,-0.249867838,,,,,,1,,,,
33276,2.15E-05,1,-0.249867838,,,,,,1,,,,
33277,2.15E-05,1,-0.249867838,,,,,,1,,,,
33278,1.09E-05,1,-0.249867838,,,,,,1,,,,
33279,2.39E-05,1,-0.249867838,,,,,,1,,,,
33280,3.14E-05,1,-0.249867838,,,,,,1,,,,
33281,3.14E-05,1,-0.249867838,,,,,,1,,,,
33282,7.57E-06,1,-0.249867838,,,,,,1,,,,
33283,7.57E-06,1,-0.249867838,,,,,,1,,,,
33284,7.57E-06,1,-0.249867838,,,,,,1,,,,
33285,1.79E-05,1,-0.249867838,,,,,,1,,,,
33286,1.79E-05,1,-0.249867838,,,,,,1,,,,
33287,1.84E-05,1,-0.249867838,,,,,,1,,,,
33288,7.57E-06,1,-0.249867838,,,,,,1,,,,
33289,7.57E-06,1,-0.249867838,,,,,,1,,,,
33290,7.57E-06,1,-0.249867838,,,,,,1,,,,
33291,7.57E-06,1,-0.249867838,,,,,,1,,,,
33292,7.57E-06,1,-0.249867838,,,,,,1,,,,
33293,1.67E-05,1,-0.249867838,,,,,,1,,,,
33294,2.65E-05,1,-0.249867838,,,,,,1,,,,
33295,2.65E-05,1,-0.249867838,,,,,,1,,,,
33296,2.65E-05,1,-0.249867838,,,,,,1,,,,
33297,1.89E-05,1,-0.249867838,,,,,,1,,,,
33298,5.23E-05,1,-0.249867838,,,,,,1,,,,
33299,1.89E-05,1,-0.249867838,,,,,,1,,,,
33300,1.89E-05,1,-0.249867838,,,,,,1,,,,
33301,2.73E-05,1,-0.249867838,,,,,,1,,,,
33302,2.73E-05,1,-0.249867838,,,,,,1,,,,
33303,3.00E-05,1,-0.249867838,,,,,,1,,,,
33304,3.00E-05,1,-0.249867838,,,,,,1,,,,
33305,3.00E-05,1,-0.249867838,,,,,,1,,,,
33306,2.32E-05,1,-0.249867838,,,,,,1,,,,
33307,2.32E-05,1,-0.249867838,,,,,,1,,,,
33308,3.61E-05,1,-0.249867838,,,,,,1,,,,
33309,2.28E-05,1,-0.249867838,,,,,,1,,,,
33310,2.28E-05,1,-0.249867838,,,,,,1,,,,
33311,3.61E-05,1,-0.249867838,,,,,,1,,,,
33312,2.28E-05,1,-0.249867838,,,,,,1,,,,
33313,2.28E-05,1,-0.249867838,,,,,,1,,,,
33314,2.46E-05,1,-0.249867838,,,,,,1,,,,
33315,1.30E-04,1,-0.249867838,,,,,,1,,,,
33316,2.46E-05,1,-0.249867838,,,,,,1,,,,
33317,2.46E-05,1,-0.249867838,,,,,,1,,,,
33318,2.46E-05,1,-0.249867838,,,,,,1,,,,
33319,1.41E-05,1,-0.249867838,,,,,,1,,,,
33320,1.41E-05,1,-0.249867838,,,,,,1,,,,
33321,1.41E-05,1,-0.249867838,,,,,,1,,,,
33322,1.41E-05,1,-0.249867838,,,,,,1,,,,
33323,1.41E-05,1,-0.249867838,,,,,,1,,,,
33324,1.41E-05,1,-0.249867838,,,,,,1,,,,
33325,1.41E-05,1,-0.249867838,,,,,,1,,,,
33326,3.53E-05,1,-0.249867838,,,,,,1,,,,
33327,7.84E-06,1,-0.249867838,,,,,,1,,,,
33328,2.89E-05,1,-0.249867838,,,,,,1,,,,
33329,2.89E-05,1,-0.249867838,,,,,,1,,,,
33330,2.89E-05,1,-0.249867838,,,,,,1,,,,
33331,2.89E-05,1,-0.249867838,,,,,,1,,,,
33332,2.89E-05,1,-0.249867838,,,,,,1,,,,
33333,2.89E-05,1,-0.249867838,,,,,,1,,,,
33334,2.89E-05,1,-0.249867838,,,,,,1,,,,
33335,2.73E-05,1,-0.249867838,,,,,,1,,,,
33336,2.73E-05,1,-0.249867838,,,,,,1,,,,
33337,4.36E-05,1,-0.249867838,,,,,,1,,,,
